date,forecast_volatility_daily,forecast_volatility_annual
2025-01-01,0.23648241939186676,3.754042026898547
2025-01-02,0.2462262532373243,3.908720593927036
2025-01-03,0.2552152148156658,4.051415935213074
2025-01-06,0.2635420577194993,4.183600468392152
2025-01-07,0.27128218818341726,4.306471230328484
2025-01-08,0.2784979980872406,4.421018661409084
2025-01-09,0.2852418838716805,4.528074529344194
2025-01-10,0.2915584099387769,4.628346272084558
2025-01-13,0.29748589682617427,4.722442209306457
2025-01-14,0.3030576117391866,4.81089044152234
2025-01-15,0.30830267749308576,4.894153279092332
2025-01-16,0.3132467777827807,4.972638438033304
2025-01-17,0.3179127123512085,5.04670785304386
2025-01-20,0.3223208396736417,5.116684704899864
2025-01-21,0.3264894340744733,5.182859089507644
2025-01-22,0.33043497686518264,5.245492639575928
2025-01-23,0.33417239597917336,5.304822328700961
2025-01-24,0.3377152649505695,5.36106363005697
2025-01-27,0.3410759694688706,5.414413160369344
2025-01-28,0.34426584782980074,5.465050909502749
2025-01-29,0.3472953101872428,5.513142133526888
2025-01-30,0.35017394045049083,5.5588389722852405
2025-01-31,0.3529105838674658,5.602281839735507
2025-02-03,0.35551342271946046,5.643600625566435
2025-02-04,0.3579900420777044,5.682915739050927
2025-02-05,0.3603474872015316,5.720339020213698
2025-02-06,0.3625923138666938,5.755974538768492
2025-02-07,0.36473063268166517,5.789919297617599
2025-02-10,0.36676814826570003,5.822263854784248
2025-02-11,0.3687101940145181,5.853092875300745
