Date,USD_PLN,USD_EUR,PLN_EUR_Rate,Open,High,Low,Close,Volume
2025-03-01,4.042761,0.96355,0.23833959019590822,0.23833959019590822,0.2385779297861041,0.23810125060571233,0.23833959019590822,1000000
2025-03-02,4.007597,0.96031,0.23962239716218972,0.23962239716218972,0.23986201955935188,0.23938277476502753,0.23962239716218972,1000000
2025-03-03,4.028867,0.95379,0.2367390137227166,0.2367390137227166,0.2369757527364393,0.2365022747089939,0.2367390137227166,1000000
2025-03-04,3.925398,0.94115,0.23975912760948062,0.23975912760948062,0.23999888673709008,0.23951936848187114,0.23975912760948062,1000000
2025-03-05,3.848598,0.926405,0.24071233212717982,0.24071233212717982,0.240953044459307,0.24047161979505263,0.24071233212717982,1000000
2025-03-06,3.870252,0.927035,0.23952833045496782,0.23952833045496782,0.23976785878542275,0.23928880212451287,0.23952833045496782,1000000
2025-03-07,3.852164,0.922804,0.2395547022400915,0.2395547022400915,0.23979425694233159,0.2393151475378514,0.2395547022400915,1000000
2025-03-08,3.843488,0.922804,0.2400954549617431,0.2400954549617431,0.2403355504167048,0.23985535950678136,0.2400954549617431,1000000
2025-03-09,3.849582,0.922804,0.23971537689027017,0.23971537689027017,0.2399550922671604,0.2394756615133799,0.23971537689027017,1000000
2025-03-10,3.847342,0.922615,0.23980581918633695,0.23980581918633695,0.24004562500552326,0.2395660133671506,0.23980581918633695,1000000
2025-03-11,3.876777,0.916285,0.23635225859006076,0.23635225859006076,0.2365886108486508,0.2361159063314707,0.23635225859006076,1000000
2025-03-12,3.844195,0.918635,0.23896680579419097,0.23896680579419097,0.23920577259998513,0.23872783898839678,0.23896680579419097,1000000
2025-03-13,3.852552,0.921245,0.23912590926741545,0.23912590926741545,0.23936503517668284,0.23888678335814803,0.23912590926741545,1000000
2025-03-14,3.855619,0.91555,0.2374586285626251,0.2374586285626251,0.23769608719118768,0.23722116993406248,0.2374586285626251,1000000
2025-03-15,3.844449,0.91555,0.23814856173147309,0.23814856173147309,0.23838671029320455,0.23791041316974162,0.23814856173147309,1000000
