effectiveDate,Close,Open,High,Low,Volume,NBP_Rate,NBP_No
2022-01-03,4.5889,4.5889,4.5934889,4.5843111,1000000,4.5889,001/A/NBP/2022
2022-01-04,4.5737,4.5737,4.5782737,4.5691263,1000000,4.5737,002/A/NBP/2022
2022-01-05,4.5672,4.5672,4.571767199999999,4.562632799999999,1000000,4.5672,003/A/NBP/2022
2022-01-07,4.5576,4.5576,4.562157599999999,4.5530424,1000000,4.5576,004/A/NBP/2022
2022-01-10,4.5377,4.5377,4.542237699999999,4.5331623,1000000,4.5377,005/A/NBP/2022
2022-01-11,4.5454,4.5454,4.5499453999999995,4.5408546,1000000,4.5454,006/A/NBP/2022
2022-01-12,4.5332,4.5332,4.537733199999999,4.5286668,1000000,4.5332,007/A/NBP/2022
2022-01-13,4.527,4.527,4.531527,4.522473,1000000,4.527,008/A/NBP/2022
2022-01-14,4.5372,4.5372,4.5417372,4.532662800000001,1000000,4.5372,009/A/NBP/2022
2022-01-17,4.5201,4.5201,4.5246201,4.5155799000000005,1000000,4.5201,010/A/NBP/2022
2022-01-18,4.5275,4.5275,4.532027499999999,4.5229725,1000000,4.5275,011/A/NBP/2022
2022-01-19,4.5279,4.5279,4.532427899999999,4.5233721,1000000,4.5279,012/A/NBP/2022
2022-01-20,4.5201,4.5201,4.5246201,4.5155799000000005,1000000,4.5201,013/A/NBP/2022
2022-01-21,4.5303,4.5303,4.5348303,4.525769700000001,1000000,4.5303,014/A/NBP/2022
2022-01-24,4.5358,4.5358,4.540335799999999,4.5312642,1000000,4.5358,015/A/NBP/2022
2022-01-25,4.5821,4.5821,4.586682099999999,4.577517899999999,1000000,4.5821,016/A/NBP/2022
2022-01-26,4.592,4.592,4.596591999999999,4.587408,1000000,4.592,017/A/NBP/2022
2022-01-27,4.5713,4.5713,4.575871299999999,4.5667287,1000000,4.5713,018/A/NBP/2022
2022-01-28,4.5697,4.5697,4.574269699999999,4.5651303,1000000,4.5697,019/A/NBP/2022
2022-01-31,4.5982,4.5982,4.6027982,4.5936018,1000000,4.5982,020/A/NBP/2022
2022-02-01,4.582,4.582,4.586581999999999,4.577418,1000000,4.582,021/A/NBP/2022
2022-02-02,4.55,4.55,4.554549999999999,4.54545,1000000,4.55,022/A/NBP/2022
2022-02-03,4.5439,4.5439,4.5484439,4.5393561,1000000,4.5439,023/A/NBP/2022
2022-02-04,4.5459,4.5459,4.550445899999999,4.5413540999999995,1000000,4.5459,024/A/NBP/2022
2022-02-07,4.555,4.555,4.559555,4.550445,1000000,4.555,025/A/NBP/2022
2022-02-08,4.5274,4.5274,4.5319274,4.5228726,1000000,4.5274,026/A/NBP/2022
2022-02-09,4.5167,4.5167,4.5212167,4.5121833,1000000,4.5167,027/A/NBP/2022
2022-02-10,4.4879,4.4879,4.492387899999999,4.4834121,1000000,4.4879,028/A/NBP/2022
2022-02-11,4.5163,4.5163,4.5208163,4.5117837000000005,1000000,4.5163,029/A/NBP/2022
2022-02-14,4.5743,4.5743,4.5788743,4.5697257,1000000,4.5743,030/A/NBP/2022
2022-02-15,4.5091,4.5091,4.5136091,4.5045909,1000000,4.5091,031/A/NBP/2022
2022-02-16,4.4916,4.4916,4.4960916,4.4871084,1000000,4.4916,032/A/NBP/2022
2022-02-17,4.5088,4.5088,4.513308799999999,4.5042912,1000000,4.5088,033/A/NBP/2022
2022-02-18,4.5256,4.5256,4.530125599999999,4.5210744,1000000,4.5256,034/A/NBP/2022
2022-02-21,4.5193,4.5193,4.5238192999999995,4.5147807,1000000,4.5193,035/A/NBP/2022
2022-02-22,4.5416,4.5416,4.5461415999999994,4.5370584,1000000,4.5416,036/A/NBP/2022
2022-02-23,4.5352,4.5352,4.539735199999999,4.530664799999999,1000000,4.5352,037/A/NBP/2022
2022-02-24,4.6284,4.6284,4.6330284,4.6237716,1000000,4.6284,038/A/NBP/2022
2022-02-25,4.6608,4.6608,4.6654608,4.6561392,1000000,4.6608,039/A/NBP/2022
2022-02-28,4.6909,4.6909,4.695590899999999,4.6862091,1000000,4.6909,040/A/NBP/2022
2022-03-01,4.7241,4.7241,4.7288241,4.7193759,1000000,4.7241,041/A/NBP/2022
2022-03-02,4.7989,4.7989,4.803698899999999,4.7941011,1000000,4.7989,042/A/NBP/2022
2022-03-03,4.7931,4.7931,4.7978931,4.7883069,1000000,4.7931,043/A/NBP/2022
2022-03-04,4.8363,4.8363,4.841136299999999,4.8314637,1000000,4.8363,044/A/NBP/2022
2022-03-07,4.9647,4.9647,4.969664699999999,4.959735299999999,1000000,4.9647,045/A/NBP/2022
2022-03-08,4.9121,4.9121,4.917012099999999,4.907187899999999,1000000,4.9121,046/A/NBP/2022
2022-03-09,4.8429,4.8429,4.8477429,4.8380571,1000000,4.8429,047/A/NBP/2022
2022-03-10,4.8013,4.8013,4.8061013,4.796498700000001,1000000,4.8013,048/A/NBP/2022
2022-03-11,4.7924,4.7924,4.797192399999999,4.787607599999999,1000000,4.7924,049/A/NBP/2022
2022-03-14,4.7465,4.7465,4.7512465,4.7417535,1000000,4.7465,050/A/NBP/2022
2022-03-15,4.7311,4.7311,4.7358310999999995,4.7263689,1000000,4.7311,051/A/NBP/2022
2022-03-16,4.7055,4.7055,4.710205499999999,4.7007945,1000000,4.7055,052/A/NBP/2022
2022-03-17,4.6876,4.6876,4.692287599999999,4.6829124,1000000,4.6876,053/A/NBP/2022
2022-03-18,4.7221,4.7221,4.7268221,4.7173779,1000000,4.7221,054/A/NBP/2022
2022-03-21,4.693,4.693,4.697692999999999,4.688307,1000000,4.693,055/A/NBP/2022
2022-03-22,4.6975,4.6975,4.7021975,4.6928025,1000000,4.6975,056/A/NBP/2022
2022-03-23,4.7036,4.7036,4.708303599999999,4.6988964,1000000,4.7036,057/A/NBP/2022
2022-03-24,4.7589,4.7589,4.763658899999999,4.7541411,1000000,4.7589,058/A/NBP/2022
2022-03-25,4.7459,4.7459,4.750645899999999,4.7411541,1000000,4.7459,059/A/NBP/2022
2022-03-28,4.702,4.702,4.706701999999999,4.697298,1000000,4.702,060/A/NBP/2022
2022-03-29,4.7144,4.7144,4.7191144,4.7096856,1000000,4.7144,061/A/NBP/2022
2022-03-30,4.6507,4.6507,4.655350699999999,4.6460493,1000000,4.6507,062/A/NBP/2022
2022-03-31,4.6525,4.6525,4.6571525,4.6478475,1000000,4.6525,063/A/NBP/2022
2022-04-01,4.6428,4.6428,4.647442799999999,4.6381572,1000000,4.6428,064/A/NBP/2022
2022-04-04,4.6373,4.6373,4.6419372999999995,4.6326627,1000000,4.6373,065/A/NBP/2022
2022-04-05,4.6317,4.6317,4.6363316999999995,4.6270683,1000000,4.6317,066/A/NBP/2022
2022-04-06,4.6539,4.6539,4.658553899999999,4.6492461,1000000,4.6539,067/A/NBP/2022
2022-04-07,4.6478,4.6478,4.6524478,4.6431522,1000000,4.6478,068/A/NBP/2022
2022-04-08,4.6405,4.6405,4.6451405,4.6358595000000005,1000000,4.6405,069/A/NBP/2022
2022-04-11,4.6451,4.6451,4.6497451,4.6404549,1000000,4.6451,070/A/NBP/2022
2022-04-12,4.6626,4.6626,4.6672626,4.657937400000001,1000000,4.6626,071/A/NBP/2022
2022-04-13,4.646,4.646,4.650645999999999,4.641354,1000000,4.646,072/A/NBP/2022
2022-04-14,4.6447,4.6447,4.649344699999999,4.6400553,1000000,4.6447,073/A/NBP/2022
2022-04-15,4.6378,4.6378,4.6424378,4.6331622,1000000,4.6378,074/A/NBP/2022
2022-04-19,4.6361,4.6361,4.6407361,4.6314639,1000000,4.6361,075/A/NBP/2022
2022-04-20,4.6295,4.6295,4.634129499999999,4.6248705,1000000,4.6295,076/A/NBP/2022
2022-04-21,4.6523,4.6523,4.6569522999999995,4.6476477,1000000,4.6523,077/A/NBP/2022
2022-04-22,4.6361,4.6361,4.6407361,4.6314639,1000000,4.6361,078/A/NBP/2022
2022-04-25,4.6405,4.6405,4.6451405,4.6358595000000005,1000000,4.6405,079/A/NBP/2022
2022-04-26,4.6429,4.6429,4.6475428999999995,4.6382571,1000000,4.6429,080/A/NBP/2022
2022-04-27,4.7076,4.7076,4.7123076,4.7028924000000005,1000000,4.7076,081/A/NBP/2022
2022-04-28,4.6915,4.6915,4.696191499999999,4.6868085,1000000,4.6915,082/A/NBP/2022
2022-04-29,4.6582,4.6582,4.6628582,4.6535418,1000000,4.6582,083/A/NBP/2022
2022-05-02,4.6806,4.6806,4.6852806,4.6759194,1000000,4.6806,084/A/NBP/2022
2022-05-04,4.6777,4.6777,4.682377699999999,4.6730222999999995,1000000,4.6777,085/A/NBP/2022
2022-05-05,4.6658,4.6658,4.6704658,4.6611342,1000000,4.6658,086/A/NBP/2022
2022-05-06,4.6979,4.6979,4.702597899999999,4.6932021,1000000,4.6979,087/A/NBP/2022
2022-05-09,4.7059,4.7059,4.710605899999999,4.7011940999999995,1000000,4.7059,088/A/NBP/2022
2022-05-10,4.6761,4.6761,4.680776099999999,4.6714239,1000000,4.6761,089/A/NBP/2022
